id_venta,fecha_venta,id_cliente,id_propiedad,ciudad,precio_venta,tipo_propiedad,canal_venta,porcentaje_comision,monto_comision
SALE005086,2023-03-28,CUST01678,PROP04873,Bogotá,210678,Departamento,Directo,0.0184,3886
SALE005087,2024-05-23,CUST00943,PROP01547,Bogotá,789035,Casa,Directo,0.0172,13577
SALE005088,2023-04-08,CUST01782,PROP05500,Bogotá,148643,Departamento,Directo,0.0123,1821
SALE005089,2023-01-08,CUST01227,PROP01612,Bogotá,2097446,Comercial,Corredor,0.0373,78304
SALE005090,2023-11-20,CUST03080,PROP03978,Bogotá,363980,Departamento,Corredor,0.0418,15220
SALE005091,2024-03-02,CUST00437,PROP05108,Bogotá,756105,Casa,Corredor,0.0499,37701
SALE005092,2024-04-01,CUST03353,PROP04150,Bogotá,232024,Departamento,Corredor,0.0314,7279
SALE005093,2024-02-01,CUST01675,PROP02379,Ciudad de México,375917,Departamento,Directo,0.0119,4468
SALE005094,2024-02-18,CUST01485,PROP06241,Bogotá,1142112,Casa,Corredor,0.0455,51959
SALE005095,2023-07-30,CUST00465,PROP04601,Ciudad de México,577038,Departamento,Directo,0.0119,6880
SALE005096,2024-11-21,CUST00359,PROP04244,Ciudad de México,664979,Departamento,Corredor,0.0435,28894
SALE005097,2023-09-08,CUST00425,PROP04613,Ciudad de México,1496043,Casa,Corredor,0.0499,74632
SALE005098,2024-02-19,CUST01718,PROP07663,Bogotá,1248936,Comercial,Directo,0.0164,20492
SALE005099,2023-06-30,CUST02303,PROP02328,Bogotá,215809,Departamento,Corredor,0.0396,8542
SALE005100,2023-03-13,CUST02199,PROP04512,Bogotá,392461,Casa,Directo,0.0183,7192
SALE005101,2024-07-20,CUST02038,PROP06134,Bogotá,577680,Departamento,Corredor,0.0454,26247
SALE005102,2023-04-21,CUST01567,PROP07455,Bogotá,415592,Departamento,Corredor,0.0442,18376
SALE005103,2024-01-06,CUST00298,PROP07274,Ciudad de México,2475408,Comercial,Directo,0.0112,27655
SALE005104,2023-03-26,CUST00134,PROP00556,Bogotá,583157,Casa,Directo,0.0163,9515
SALE005105,2024-10-12,CUST00185,PROP00206,Bogotá,466357,Departamento,Corredor,0.0303,14114
SALE005106,2024-02-10,CUST01264,PROP06035,Bogotá,208489,Departamento,Corredor,0.0311,6490
SALE005107,2023-11-17,CUST01645,PROP01002,Ciudad de México,806824,Comercial,Corredor,0.0308,24827
SALE005108,2023-05-17,CUST01602,PROP03864,Bogotá,473886,Casa,Corredor,0.0322,15248
SALE005109,2023-05-04,CUST00881,PROP00118,Ciudad de México,134758,Departamento,Directo,0.0143,1930
SALE005110,2024-06-29,CUST01902,PROP02528,Bogotá,1534666,Casa,Corredor,0.0489,75082
SALE005111,2024-04-01,CUST00558,PROP03852,Ciudad de México,352781,Departamento,Corredor,0.0315,11111
SALE005112,2023-07-22,CUST00521,PROP03762,Bogotá,157975,Departamento,Corredor,0.0444,7018
SALE005113,2024-10-04,CUST00127,PROP02901,Ciudad de México,420132,Departamento,Directo,0.0151,6332
SALE005114,2024-03-05,CUST00324,PROP05491,Bogotá,320506,Departamento,Directo,0.0128,4089
SALE005115,2024-03-21,CUST00158,PROP06372,Bogotá,179701,Departamento,Corredor,0.0363,6530
SALE005116,2024-04-01,CUST02188,PROP05401,Bogotá,331895,Departamento,Corredor,0.0305,10108
SALE005117,2023-07-16,CUST00203,PROP01459,Bogotá,265700,Departamento,Corredor,0.044,11692
SALE005118,2023-03-22,CUST02019,PROP05237,Ciudad de México,1138033,Casa,Corredor,0.032,36426
SALE005119,2023-11-14,CUST01637,PROP02702,Bogotá,1706610,Casa,Directo,0.0103,17658
SALE005120,2024-10-14,CUST00560,PROP05704,Ciudad de México,502760,Departamento,Corredor,0.0394,19791
SALE005121,2023-04-17,CUST02707,PROP04637,Ciudad de México,1295259,Comercial,Directo,0.0148,19135
SALE005122,2024-11-12,CUST02560,PROP01049,Bogotá,467172,Departamento,Corredor,0.0431,20132
SALE005123,2024-04-15,CUST01391,PROP06231,Bogotá,599998,Casa,Directo,0.0171,10238
SALE005124,2023-08-08,CUST00212,PROP05307,Bogotá,180265,Departamento,Corredor,0.0402,7242
SALE005125,2023-01-03,CUST03211,PROP06756,Ciudad de México,310941,Departamento,Directo,0.0171,5310
SALE005126,2023-10-03,CUST01433,PROP03001,Ciudad de México,400098,Departamento,Corredor,0.035,14005
SALE005127,2024-10-07,CUST03184,PROP07152,Ciudad de México,635350,Departamento,Directo,0.0114,7266
SALE005128,2024-03-01,CUST02489,PROP07423,Bogotá,167910,Departamento,Corredor,0.0486,8165
SALE005129,2024-07-21,CUST02333,PROP05516,Bogotá,525859,Comercial,Corredor,0.0375,19701
SALE005130,2024-11-26,CUST03051,PROP02226,Ciudad de México,768174,Departamento,Corredor,0.0318,24428
SALE005131,2023-03-30,CUST03202,PROP02188,Ciudad de México,143541,Departamento,Corredor,0.0465,6680
SALE005132,2024-06-26,CUST00512,PROP01106,Ciudad de México,863394,Departamento,Corredor,0.0423,36488
SALE005133,2024-04-11,CUST01331,PROP05988,Bogotá,619666,Casa,Corredor,0.0418,25926
SALE005134,2023-04-24,CUST02081,PROP04528,Ciudad de México,2943074,Comercial,Directo,0.0113,33333
SALE005135,2024-12-20,CUST01343,PROP02994,Bogotá,380896,Casa,Directo,0.0176,6693
SALE005136,2023-07-22,CUST00652,PROP00531,Bogotá,150533,Departamento,Corredor,0.0341,5129
SALE005137,2023-08-02,CUST02757,PROP04464,Ciudad de México,655380,Departamento,Corredor,0.0308,20213
SALE005138,2023-03-17,CUST00657,PROP04863,Bogotá,2492033,Comercial,Directo,0.0116,28933
SALE005139,2024-09-20,CUST01526,PROP02101,Ciudad de México,1806056,Casa,Directo,0.017,30713
SALE005140,2023-09-16,CUST01243,PROP04643,Bogotá,278157,Departamento,Directo,0.0179,4982
SALE005141,2024-10-18,CUST00278,PROP03441,Bogotá,549977,Departamento,Directo,0.0125,6855
SALE005142,2023-11-24,CUST01329,PROP04763,Bogotá,319754,Departamento,Directo,0.0132,4204
SALE005143,2023-10-25,CUST03468,PROP03651,Bogotá,190760,Departamento,Corredor,0.0333,6343
SALE005144,2024-03-19,CUST03456,PROP01997,Bogotá,306644,Departamento,Corredor,0.0391,11976
SALE005145,2023-12-28,CUST01656,PROP00742,Bogotá,471442,Departamento,Corredor,0.0344,16218
SALE005146,2024-03-06,CUST02814,PROP01075,Bogotá,631279,Casa,Directo,0.0198,12525
SALE005147,2024-08-05,CUST01776,PROP07529,Bogotá,351362,Departamento,Corredor,0.0453,15930
SALE005148,2023-11-30,CUST01830,PROP02963,Bogotá,603176,Casa,Corredor,0.0419,25298
SALE005149,2023-02-25,CUST01182,PROP06187,Ciudad de México,401477,Departamento,Directo,0.0172,6910
SALE005150,2023-10-04,CUST02900,PROP05667,Bogotá,565140,Comercial,Corredor,0.0333,18840
SALE005151,2023-01-21,CUST00981,PROP06671,Bogotá,389271,Departamento,Directo,0.0174,6787
SALE005152,2024-08-12,CUST02787,PROP02704,Ciudad de México,302112,Departamento,Directo,0.0135,4067
SALE005153,2023-05-02,CUST02656,PROP00867,Ciudad de México,263831,Departamento,Corredor,0.0394,10392
SALE005154,2024-06-20,CUST00335,PROP05189,Bogotá,435083,Departamento,Directo,0.0189,8202
SALE005155,2024-11-07,CUST00470,PROP03783,Ciudad de México,210382,Departamento,Corredor,0.0489,10284
SALE005156,2023-12-06,CUST02715,PROP02133,Ciudad de México,283536,Departamento,Corredor,0.0454,12864
SALE005157,2023-07-10,CUST02297,PROP01193,Bogotá,117246,Departamento,Corredor,0.0454,5317
SALE005158,2024-11-30,CUST01776,PROP04022,Bogotá,280218,Departamento,Corredor,0.0449,12579
SALE005159,2024-04-29,CUST03416,PROP05825,Ciudad de México,645688,Casa,Corredor,0.0425,27459
SALE005160,2024-09-18,CUST01379,PROP07129,Bogotá,265385,Departamento,Directo,0.012,3172
SALE005161,2023-08-11,CUST03047,PROP02078,Ciudad de México,342574,Departamento,Corredor,0.0418,14308
SALE005162,2024-12-02,CUST02467,PROP01171,Ciudad de México,1818885,Casa,Corredor,0.0311,56625
SALE005163,2023-05-14,CUST02023,PROP04184,Ciudad de México,1531570,Casa,Directo,0.0103,15785
SALE005164,2023-04-06,CUST01441,PROP07470,Ciudad de México,335104,Departamento,Corredor,0.0468,15669
SALE005165,2024-12-16,CUST00988,PROP04924,Ciudad de México,1202859,Casa,Corredor,0.0408,49089
SALE005166,2024-08-18,CUST00469,PROP00591,Ciudad de México,192299,Departamento,Directo,0.0102,1954
SALE005167,2023-12-24,CUST01457,PROP07907,Ciudad de México,263191,Departamento,Corredor,0.0355,9331
SALE005168,2024-09-01,CUST00341,PROP07192,Bogotá,195929,Departamento,Corredor,0.0437,8554
SALE005169,2023-06-19,CUST00460,PROP03492,Ciudad de México,3802660,Comercial,Corredor,0.0488,185520
SALE005170,2023-04-11,CUST01738,PROP02225,Bogotá,263305,Departamento,Corredor,0.0469,12344
SALE005171,2023-05-29,CUST00179,PROP07355,Ciudad de México,713784,Comercial,Corredor,0.0389,27767
SALE005172,2024-05-08,CUST03383,PROP04878,Bogotá,686883,Casa,Corredor,0.0357,24529
SALE005173,2023-10-29,CUST03254,PROP05334,Bogotá,1558653,Casa,Corredor,0.0362,56426
SALE005174,2024-05-30,CUST02868,PROP07463,Bogotá,372504,Departamento,Directo,0.0173,6457
SALE005175,2023-11-03,CUST00978,PROP05896,Ciudad de México,383707,Departamento,Directo,0.018,6923
SALE005176,2024-07-09,CUST01246,PROP06832,Bogotá,459367,Departamento,Corredor,0.0373,17138
SALE005177,2024-05-25,CUST03167,PROP06134,Bogotá,531462,Departamento,Corredor,0.0425,22564
SALE005178,2024-04-24,CUST02732,PROP02640,Bogotá,421151,Departamento,Corredor,0.0449,18914
SALE005179,2023-05-31,CUST03154,PROP04846,Bogotá,518171,Departamento,Corredor,0.0469,24309
SALE005180,2023-06-15,CUST01932,PROP01617,Ciudad de México,364076,Departamento,Corredor,0.0428,15589
SALE005181,2023-02-27,CUST00906,PROP03269,Ciudad de México,1933419,Comercial,Directo,0.0186,36044
SALE005182,2023-01-11,CUST03294,PROP04905,Bogotá,912472,Casa,Corredor,0.0356,32512
SALE005183,2023-04-16,CUST02498,PROP04899,Ciudad de México,663571,Comercial,Corredor,0.044,29180
SALE005184,2023-04-01,CUST02631,PROP02496,Ciudad de México,458826,Departamento,Directo,0.014,6432
SALE005185,2023-03-20,CUST02124,PROP01205,Bogotá,209711,Departamento,Corredor,0.0486,10186
SALE005186,2023-11-13,CUST01629,PROP06198,Ciudad de México,1181662,Casa,Corredor,0.0344,40620
SALE005187,2024-04-26,CUST00591,PROP00165,Bogotá,574233,Departamento,Directo,0.0179,10263
SALE005188,2024-03-16,CUST01959,PROP02484,Bogotá,335242,Departamento,Corredor,0.0486,16303
SALE005189,2023-10-27,CUST00792,PROP03602,Bogotá,187355,Departamento,Corredor,0.0436,8177
SALE005190,2024-11-06,CUST01799,PROP03861,Ciudad de México,4670316,Comercial,Directo,0.0179,83552
SALE005191,2024-09-30,CUST00276,PROP03328,Bogotá,316905,Departamento,Directo,0.0189,5977
SALE005192,2023-10-30,CUST00487,PROP07466,Bogotá,490952,Departamento,Corredor,0.0362,17767
SALE005193,2023-09-30,CUST02433,PROP01857,Ciudad de México,554543,Departamento,Corredor,0.0325,18017
SALE005194,2023-02-19,CUST01519,PROP02001,Bogotá,510539,Departamento,Corredor,0.0487,24878
SALE005195,2023-03-03,CUST00226,PROP05256,Ciudad de México,534724,Departamento,Corredor,0.0308,16442
SALE005196,2023-11-13,CUST03308,PROP04573,Ciudad de México,1638697,Casa,Corredor,0.0397,65043
SALE005197,2024-11-11,CUST01216,PROP06868,Bogotá,667799,Casa,Corredor,0.0364,24340
SALE005198,2023-11-07,CUST02054,PROP06897,Ciudad de México,1569041,Casa,Corredor,0.0411,64474
SALE005199,2024-01-30,CUST00434,PROP05234,Ciudad de México,180198,Departamento,Directo,0.0199,3584
SALE005200,2024-11-16,CUST02386,PROP04453,Bogotá,151033,Departamento,Corredor,0.0309,4669
SALE005201,2023-06-11,CUST03049,PROP06567,Bogotá,730345,Casa,Corredor,0.0454,33152
SALE005202,2023-05-16,CUST01056,PROP02365,Bogotá,220168,Departamento,Directo,0.0102,2255
SALE005203,2023-10-02,CUST01423,PROP05829,Ciudad de México,510013,Departamento,Corredor,0.0352,17965
SALE005204,2023-12-11,CUST01010,PROP01211,Bogotá,928433,Casa,Corredor,0.0441,40954
SALE005205,2024-02-18,CUST01049,PROP07434,Ciudad de México,847115,Departamento,Corredor,0.0355,30069
SALE005206,2024-05-23,CUST02502,PROP06847,Ciudad de México,703365,Comercial,Corredor,0.0422,29692
SALE005207,2024-02-14,CUST00891,PROP03014,Ciudad de México,1576284,Comercial,Corredor,0.0493,77767
SALE005208,2024-11-03,CUST02736,PROP01799,Ciudad de México,839138,Departamento,Corredor,0.0475,39854
SALE005209,2024-12-12,CUST00798,PROP00547,Bogotá,161279,Departamento,Corredor,0.0467,7536
SALE005210,2023-09-17,CUST02255,PROP04955,Bogotá,458488,Comercial,Corredor,0.0339,15529
SALE005211,2023-08-03,CUST02583,PROP00042,Ciudad de México,204743,Departamento,Corredor,0.0354,7255
SALE005212,2023-12-06,CUST01633,PROP01749,Ciudad de México,402097,Departamento,Directo,0.0179,7187
SALE005213,2023-11-24,CUST00797,PROP05208,Bogotá,109378,Departamento,Corredor,0.0446,4879
SALE005214,2024-10-19,CUST02512,PROP07453,Ciudad de México,363018,Departamento,Directo,0.0129,4687
SALE005215,2023-04-02,CUST01513,PROP03227,Bogotá,1306873,Casa,Directo,0.0143,18674
SALE005216,2023-03-26,CUST02743,PROP06438,Ciudad de México,415362,Departamento,Corredor,0.043,17848
SALE005217,2024-09-19,CUST02339,PROP06914,Ciudad de México,955650,Casa,Corredor,0.0405,38713
SALE005218,2023-04-09,CUST00524,PROP01561,Bogotá,585572,Casa,Directo,0.0146,8526
SALE005219,2024-02-24,CUST00801,PROP03778,Ciudad de México,469863,Departamento,Directo,0.011,5169
SALE005220,2023-11-11,CUST00812,PROP05414,Ciudad de México,3226033,Comercial,Corredor,0.0387,124844
SALE005221,2024-06-06,CUST01959,PROP06203,Bogotá,471708,Casa,Directo,0.0199,9397
SALE005222,2024-07-25,CUST03329,PROP05586,Ciudad de México,329552,Departamento,Corredor,0.0368,12140
SALE005223,2023-01-26,CUST03454,PROP07786,Ciudad de México,216558,Departamento,Corredor,0.0439,9502
SALE005224,2023-02-21,CUST01521,PROP02567,Bogotá,315835,Departamento,Corredor,0.0401,12670
SALE005225,2023-03-23,CUST00829,PROP07857,Bogotá,229188,Departamento,Directo,0.0179,4113
SALE005226,2024-12-05,CUST02769,PROP04292,Ciudad de México,355102,Departamento,Corredor,0.045,15967
SALE005227,2024-02-14,CUST00897,PROP07020,Ciudad de México,711002,Departamento,Corredor,0.0489,34759
SALE005228,2024-04-16,CUST00252,PROP01768,Bogotá,337482,Departamento,Corredor,0.043,14516
SALE005229,2023-03-02,CUST03032,PROP01321,Ciudad de México,2629159,Comercial,Corredor,0.049,128711
SALE005230,2024-04-29,CUST00020,PROP07370,Ciudad de México,623363,Casa,Corredor,0.0308,19218
SALE005231,2024-02-09,CUST03400,PROP04531,Ciudad de México,374281,Departamento,Corredor,0.0381,14273
SALE005232,2024-03-03,CUST00172,PROP03945,Bogotá,1772656,Comercial,Directo,0.0168,29696
SALE005233,2024-10-17,CUST02315,PROP01756,Ciudad de México,456761,Departamento,Corredor,0.0396,18090
SALE005234,2024-02-14,CUST02682,PROP07006,Ciudad de México,195702,Departamento,Corredor,0.0486,9519
SALE005235,2024-09-26,CUST00697,PROP03864,Bogotá,472608,Casa,Directo,0.0114,5390
SALE005236,2024-10-13,CUST03231,PROP05412,Ciudad de México,503876,Departamento,Corredor,0.0396,19955
SALE005237,2024-09-25,CUST00080,PROP04944,Bogotá,580058,Casa,Corredor,0.0471,27334
SALE005238,2024-03-28,CUST01559,PROP04577,Ciudad de México,186948,Departamento,Corredor,0.0451,8440
SALE005239,2023-12-04,CUST02939,PROP07152,Ciudad de México,652418,Departamento,Directo,0.0179,11686
SALE005240,2023-09-13,CUST00657,PROP05909,Bogotá,361320,Departamento,Corredor,0.0392,14181
SALE005241,2023-09-27,CUST02468,PROP00283,Ciudad de México,1171935,Casa,Corredor,0.0368,43090
SALE005242,2024-09-19,CUST02836,PROP07991,Ciudad de México,486249,Departamento,Corredor,0.0401,19511
SALE005243,2024-01-26,CUST00758,PROP04693,Ciudad de México,1119470,Casa,Corredor,0.034,38086
SALE005244,2024-04-07,CUST00964,PROP06363,Ciudad de México,430302,Departamento,Directo,0.0164,7062
SALE005245,2024-02-13,CUST00067,PROP05088,Ciudad de México,806322,Casa,Directo,0.0179,14404
SALE005246,2024-12-29,CUST03100,PROP07045,Ciudad de México,1682219,Comercial,Directo,0.0107,18030
SALE005247,2023-10-16,CUST03410,PROP06005,Bogotá,1032246,Casa,Corredor,0.042,43335
SALE005248,2024-07-24,CUST02528,PROP03811,Bogotá,1309977,Comercial,Corredor,0.0415,54375
SALE005249,2023-06-23,CUST03084,PROP06102,Ciudad de México,4472269,Comercial,Directo,0.0126,56532
SALE005250,2024-10-24,CUST00150,PROP00827,Bogotá,576850,Departamento,Corredor,0.0499,28788
SALE005251,2023-11-02,CUST00436,PROP04004,Ciudad de México,193564,Departamento,Corredor,0.04,7741
SALE005252,2024-07-16,CUST02136,PROP05962,Bogotá,1545569,Comercial,Corredor,0.0478,73816
SALE005253,2023-04-23,CUST02424,PROP00290,Ciudad de México,933206,Casa,Corredor,0.0338,31549
SALE005254,2024-10-26,CUST02085,PROP00564,Ciudad de México,1653386,Comercial,Corredor,0.045,74364
SALE005255,2024-05-17,CUST00550,PROP04598,Ciudad de México,269939,Departamento,Corredor,0.0316,8526
SALE005256,2023-06-07,CUST00689,PROP07677,Ciudad de México,313549,Departamento,Corredor,0.0314,9833
SALE005257,2023-04-16,CUST01994,PROP06534,Ciudad de México,267760,Departamento,Corredor,0.0338,9061
SALE005258,2023-02-18,CUST00244,PROP00654,Bogotá,292129,Departamento,Directo,0.0174,5075
SALE005259,2024-11-08,CUST00178,PROP03131,Ciudad de México,3155333,Comercial,Directo,0.02,63011
SALE005260,2024-01-18,CUST00129,PROP01081,Bogotá,272147,Departamento,Corredor,0.0462,12578
SALE005261,2024-12-05,CUST03345,PROP01656,Bogotá,1199997,Casa,Corredor,0.0385,46192
SALE005262,2023-06-01,CUST03397,PROP03109,Bogotá,365264,Departamento,Corredor,0.0429,15659
SALE005263,2023-04-14,CUST02649,PROP03770,Ciudad de México,193956,Departamento,Corredor,0.0395,7659
SALE005264,2023-10-04,CUST01057,PROP00467,Ciudad de México,680710,Casa,Corredor,0.0349,23789
SALE005265,2024-11-22,CUST02688,PROP04896,Ciudad de México,262135,Departamento,Corredor,0.0423,11092
SALE005266,2024-12-11,CUST01037,PROP03860,Ciudad de México,224011,Departamento,Directo,0.0153,3426
SALE005267,2024-11-12,CUST03049,PROP06270,Ciudad de México,1288852,Casa,Directo,0.0154,19819
SALE005268,2024-07-22,CUST01048,PROP05845,Bogotá,343446,Departamento,Corredor,0.0313,10738
SALE005269,2024-04-24,CUST00385,PROP03535,Ciudad de México,313087,Departamento,Corredor,0.0324,10150
SALE005270,2024-11-29,CUST02534,PROP07505,Bogotá,291930,Departamento,Corredor,0.04,11675
SALE005271,2023-04-06,CUST00182,PROP07869,Bogotá,770925,Casa,Corredor,0.0372,28658
SALE005272,2024-03-30,CUST03143,PROP02028,Bogotá,254193,Departamento,Corredor,0.0385,9786
SALE005273,2024-06-19,CUST00217,PROP03257,Bogotá,3410049,Comercial,Corredor,0.0378,128902
SALE005274,2023-11-03,CUST00284,PROP03693,Ciudad de México,200433,Departamento,Corredor,0.0442,8864
SALE005275,2023-08-29,CUST02808,PROP07220,Ciudad de México,647644,Departamento,Corredor,0.0336,21742
SALE005276,2023-07-30,CUST02891,PROP03416,Bogotá,302798,Departamento,Directo,0.0194,5880
SALE005277,2024-11-02,CUST01633,PROP02901,Ciudad de México,423291,Departamento,Corredor,0.0394,16681
SALE005278,2024-11-05,CUST00315,PROP01968,Bogotá,501272,Departamento,Corredor,0.0368,18450
SALE005279,2024-03-12,CUST01815,PROP05967,Bogotá,722383,Casa,Corredor,0.0304,21977
SALE005280,2024-09-15,CUST02200,PROP06027,Ciudad de México,189420,Departamento,Corredor,0.0371,7027
SALE005281,2024-11-08,CUST00054,PROP02661,Bogotá,167082,Departamento,Directo,0.0163,2716
SALE005282,2023-12-19,CUST03044,PROP06558,Ciudad de México,1566755,Casa,Directo,0.018,28158
SALE005283,2024-08-04,CUST03029,PROP06460,Bogotá,149068,Departamento,Directo,0.0173,2581
SALE005284,2023-07-03,CUST01590,PROP06290,Bogotá,712353,Casa,Directo,0.0157,11206
SALE005285,2024-06-20,CUST02775,PROP07544,Bogotá,497980,Casa,Corredor,0.0387,19282
SALE005286,2023-10-03,CUST03054,PROP06108,Bogotá,307894,Departamento,Corredor,0.0405,12472
SALE005287,2023-10-25,CUST01586,PROP02253,Bogotá,606094,Departamento,Directo,0.0196,11890
SALE005288,2024-07-20,CUST01247,PROP02027,Bogotá,339242,Departamento,Directo,0.0197,6669
SALE005289,2024-11-27,CUST01933,PROP04554,Bogotá,523978,Departamento,Corredor,0.0461,24137
SALE005290,2024-11-13,CUST02005,PROP02735,Ciudad de México,1225263,Casa,Corredor,0.0333,40846
SALE005291,2024-06-08,CUST00693,PROP01255,Ciudad de México,886381,Casa,Corredor,0.0487,43152
SALE005292,2023-01-06,CUST01073,PROP07806,Ciudad de México,1409441,Casa,Corredor,0.043,60546
SALE005293,2023-05-25,CUST01613,PROP01292,Ciudad de México,247364,Departamento,Corredor,0.0396,9784
SALE005294,2023-02-23,CUST02968,PROP00946,Ciudad de México,2474690,Comercial,Directo,0.0156,38640
SALE005295,2024-07-01,CUST01512,PROP01787,Bogotá,791470,Comercial,Corredor,0.0395,31285
SALE005296,2024-03-31,CUST02140,PROP07526,Bogotá,679035,Casa,Corredor,0.0396,26865
SALE005297,2024-06-03,CUST01376,PROP00489,Bogotá,344713,Departamento,Directo,0.0143,4933
SALE005298,2024-02-10,CUST03398,PROP06768,Ciudad de México,301083,Departamento,Directo,0.019,5708
SALE005299,2024-03-24,CUST02814,PROP04136,Bogotá,373047,Departamento,Directo,0.0146,5430
SALE005300,2023-04-10,CUST03173,PROP04826,Ciudad de México,320000,Departamento,Directo,0.0122,3904
SALE005301,2023-09-21,CUST03243,PROP00748,Bogotá,340297,Departamento,Corredor,0.0346,11765
SALE005302,2023-04-13,CUST00688,PROP07360,Ciudad de México,252101,Departamento,Directo,0.0113,2852
SALE005303,2023-11-25,CUST00472,PROP06419,Bogotá,886528,Casa,Corredor,0.0411,36423
SALE005304,2024-05-27,CUST01432,PROP01623,Ciudad de México,393821,Departamento,Corredor,0.0365,14373
SALE005305,2023-03-15,CUST01531,PROP06896,Ciudad de México,155966,Departamento,Corredor,0.0415,6480
SALE005306,2023-02-25,CUST00323,PROP00356,Bogotá,405321,Departamento,Corredor,0.0486,19705
SALE005307,2023-05-24,CUST02828,PROP06299,Ciudad de México,501136,Casa,Corredor,0.0491,24612
SALE005308,2024-10-16,CUST01077,PROP02740,Bogotá,485859,Casa,Corredor,0.0361,17547
SALE005309,2023-10-14,CUST02591,PROP01616,Ciudad de México,864371,Departamento,Corredor,0.0344,29737
SALE005310,2023-01-05,CUST02146,PROP03591,Bogotá,954813,Casa,Corredor,0.0311,29701
SALE005311,2024-09-29,CUST02584,PROP02811,Ciudad de México,148881,Departamento,Corredor,0.0355,5278
SALE005312,2023-10-24,CUST01239,PROP07359,Bogotá,1379775,Comercial,Corredor,0.0401,55364
SALE005313,2023-02-23,CUST02820,PROP03149,Ciudad de México,462392,Casa,Corredor,0.0421,19444
SALE005314,2024-11-16,CUST03404,PROP06199,Bogotá,421779,Departamento,Directo,0.011,4631
SALE005315,2023-12-14,CUST00454,PROP00716,Bogotá,522988,Casa,Corredor,0.0349,18257
SALE005316,2023-11-08,CUST02454,PROP03931,Ciudad de México,515424,Departamento,Corredor,0.0308,15895
SALE005317,2024-11-30,CUST00078,PROP07649,Bogotá,491278,Departamento,Corredor,0.0455,22365
SALE005318,2024-02-01,CUST00637,PROP04767,Ciudad de México,351283,Departamento,Corredor,0.0354,12436
SALE005319,2023-05-14,CUST00030,PROP05259,Ciudad de México,522597,Departamento,Corredor,0.0414,21626
SALE005320,2023-07-18,CUST01407,PROP04497,Ciudad de México,444833,Departamento,Corredor,0.0392,17439
SALE005321,2024-05-06,CUST01583,PROP04326,Bogotá,2523691,Comercial,Directo,0.0148,37284
SALE005322,2024-04-27,CUST01281,PROP03394,Bogotá,429863,Departamento,Corredor,0.0433,18618
SALE005323,2024-09-17,CUST01138,PROP04163,Ciudad de México,4022070,Comercial,Corredor,0.0382,153676
SALE005324,2023-02-07,CUST01712,PROP05218,Bogotá,2744177,Comercial,Directo,0.0125,34297
SALE005325,2023-03-01,CUST02987,PROP06258,Bogotá,1258606,Casa,Directo,0.0141,17740
SALE005326,2024-10-28,CUST02765,PROP06560,Bogotá,193938,Departamento,Corredor,0.0465,9013
SALE005327,2024-02-16,CUST00640,PROP06104,Ciudad de México,535462,Departamento,Corredor,0.0412,22083
SALE005328,2024-03-24,CUST02770,PROP05133,Ciudad de México,625150,Departamento,Corredor,0.0495,30965
SALE005329,2024-10-28,CUST00203,PROP01683,Ciudad de México,413930,Casa,Corredor,0.0457,18916
SALE005330,2023-11-19,CUST00839,PROP06069,Ciudad de México,196182,Departamento,Corredor,0.0465,9124
SALE005331,2024-10-10,CUST01196,PROP03294,Ciudad de México,472753,Departamento,Corredor,0.0457,21582
SALE005332,2023-04-06,CUST02729,PROP01447,Bogotá,197304,Departamento,Directo,0.0144,2845
SALE005333,2024-12-10,CUST02654,PROP07189,Ciudad de México,809545,Casa,Corredor,0.0461,37296
SALE005334,2023-05-30,CUST02845,PROP01520,Bogotá,734737,Casa,Corredor,0.0426,31311
SALE005335,2024-11-19,CUST00724,PROP04311,Bogotá,216939,Departamento,Corredor,0.0345,7487
SALE005336,2023-11-05,CUST00195,PROP05264,Ciudad de México,1212028,Casa,Corredor,0.0319,38662
SALE005337,2024-11-13,CUST02595,PROP02538,Ciudad de México,1501328,Casa,Corredor,0.04,60018
SALE005338,2024-11-21,CUST00483,PROP04999,Bogotá,197475,Departamento,Corredor,0.0417,8226
SALE005339,2023-04-08,CUST00317,PROP00340,Ciudad de México,2084021,Comercial,Corredor,0.037,77084
SALE005340,2023-04-03,CUST02383,PROP00112,Ciudad de México,1926155,Casa,Corredor,0.0426,82040
SALE005341,2024-10-21,CUST03234,PROP05098,Ciudad de México,277456,Departamento,Directo,0.0115,3192
SALE005342,2024-10-03,CUST00762,PROP04478,Bogotá,254258,Departamento,Corredor,0.0461,11728
SALE005343,2024-04-26,CUST00697,PROP05198,Ciudad de México,416728,Departamento,Corredor,0.038,15842
SALE005344,2024-03-26,CUST01501,PROP03738,Bogotá,76837,Departamento,Corredor,0.0445,3420
SALE005345,2024-02-03,CUST03115,PROP04182,Ciudad de México,1875033,Casa,Corredor,0.0471,88238
SALE005346,2023-03-16,CUST03354,PROP04457,Ciudad de México,781069,Casa,Directo,0.0124,9676
SALE005347,2023-04-03,CUST01575,PROP00484,Ciudad de México,350513,Departamento,Corredor,0.0409,14338
SALE005348,2024-12-11,CUST00520,PROP04570,Bogotá,423181,Departamento,Directo,0.0112,4760
SALE005349,2023-05-22,CUST00244,PROP07244,Bogotá,309778,Departamento,Corredor,0.0309,9557
SALE005350,2024-12-27,CUST01281,PROP00881,Bogotá,305858,Departamento,Corredor,0.0308,9420
