id_propiedad,tipo_propiedad,ciudad,barrio,habitaciones,tamano_m2,precio_publicado,categoria_propiedad
PROP03917,Casa,Bogotá,La Candelaria,2,382,1398707,Residencial
PROP03918,Casa,Ciudad de México,San Ángel,3,345,1444898,Residencial
PROP03919,Departamento,Bogotá,Usaquén,1,142,414155,Residencial
PROP03920,Departamento,Ciudad de México,Santa Fe,1,62,174307,Residencial
PROP03921,Comercial,Ciudad de México,Roma Norte,0,455,2016645,Comercial
PROP03922,Casa,Bogotá,La Candelaria,4,285,781647,Residencial
PROP03923,Departamento,Ciudad de México,San Ángel,2,136,320995,Residencial
PROP03924,Comercial,Bogotá,Salitre,0,118,626303,Comercial
PROP03925,Casa,Bogotá,La Candelaria,3,169,548821,Residencial
PROP03926,Departamento,Bogotá,Cedritos,4,121,500579,Residencial
PROP03927,Departamento,Ciudad de México,Interlomas,2,89,420470,Residencial
PROP03928,Departamento,Bogotá,Usaquén,1,139,267533,Residencial
PROP03929,Casa,Bogotá,Rosales,4,318,1555928,Residencial
PROP03930,Departamento,Ciudad de México,San Ángel,1,46,162307,Residencial
PROP03931,Departamento,Ciudad de México,Santa Fe,2,135,583492,Residencial
PROP03932,Departamento,Bogotá,Cedritos,2,98,433577,Residencial
PROP03933,Comercial,Ciudad de México,San Ángel,0,269,2062342,Comercial
PROP03934,Departamento,Ciudad de México,Reforma,2,135,483807,Residencial
PROP03935,Comercial,Bogotá,Salitre,0,392,2496796,Comercial
PROP03936,Comercial,Ciudad de México,Polanco,0,210,1842208,Comercial
PROP03937,Departamento,Ciudad de México,Reforma,2,96,348072,Residencial
PROP03938,Departamento,Ciudad de México,Roma Norte,2,136,352904,Residencial
PROP03939,Departamento,Bogotá,Usaquén,3,111,276056,Residencial
PROP03940,Comercial,Ciudad de México,Lomas de Chapultepec,0,434,1864247,Comercial
PROP03941,Departamento,Bogotá,El Poblado,2,76,290851,Residencial
PROP03942,Departamento,Ciudad de México,Coyoacán,2,114,548396,Residencial
PROP03943,Departamento,Bogotá,Chicó,2,90,221656,Residencial
PROP03944,Departamento,Bogotá,El Poblado,3,127,543687,Residencial
PROP03945,Comercial,Bogotá,Zona T,0,400,1897946,Comercial
PROP03946,Casa,Ciudad de México,Polanco,2,219,898362,Residencial
PROP03947,Casa,Bogotá,Chicó,6,166,783384,Residencial
PROP03948,Departamento,Bogotá,Rosales,2,78,210660,Residencial
PROP03949,Departamento,Bogotá,Rosales,3,66,276621,Residencial
PROP03950,Comercial,Ciudad de México,Polanco,0,372,1544815,Comercial
PROP03951,Departamento,Bogotá,Rosales,2,128,536188,Residencial
PROP03952,Comercial,Ciudad de México,Polanco,0,404,3373686,Comercial
PROP03953,Departamento,Bogotá,Santa Bárbara,3,82,362318,Residencial
PROP03954,Departamento,Bogotá,Chapinero,3,121,302205,Residencial
PROP03955,Casa,Ciudad de México,Del Valle,4,314,1639884,Residencial
PROP03956,Comercial,Ciudad de México,Santa Fe,0,246,1151750,Comercial
PROP03957,Comercial,Bogotá,La Candelaria,0,574,3204308,Comercial
PROP03958,Departamento,Bogotá,Salitre,2,123,435599,Residencial
PROP03959,Departamento,Bogotá,Santa Bárbara,4,130,583256,Residencial
PROP03960,Departamento,Ciudad de México,Reforma,3,155,622911,Residencial
PROP03961,Casa,Bogotá,Cedritos,3,276,723324,Residencial
PROP03962,Casa,Ciudad de México,Condesa,5,241,1312288,Residencial
PROP03963,Departamento,Bogotá,Chapinero,1,67,130909,Residencial
PROP03964,Comercial,Bogotá,Rosales,0,387,2611062,Comercial
PROP03965,Casa,Bogotá,Salitre,3,392,1901774,Residencial
PROP03966,Casa,Ciudad de México,San Ángel,4,243,999082,Residencial
PROP03967,Departamento,Ciudad de México,Interlomas,3,80,323915,Residencial
PROP03968,Departamento,Bogotá,Santa Bárbara,3,47,172345,Residencial
PROP03969,Comercial,Ciudad de México,Roma Norte,0,329,2553887,Comercial
PROP03970,Departamento,Bogotá,Santa Bárbara,3,100,415654,Residencial
PROP03971,Casa,Ciudad de México,Interlomas,3,315,1116685,Residencial
PROP03972,Comercial,Ciudad de México,Reforma,0,469,3273934,Comercial
PROP03973,Casa,Bogotá,Salitre,3,259,579288,Residencial
PROP03974,Departamento,Ciudad de México,Del Valle,3,139,478704,Residencial
PROP03975,Departamento,Ciudad de México,Roma Norte,2,80,205125,Residencial
PROP03976,Departamento,Bogotá,La Candelaria,2,129,472732,Residencial
PROP03977,Departamento,Ciudad de México,Condesa,1,91,250995,Residencial
PROP03978,Departamento,Bogotá,La Candelaria,2,127,384173,Residencial
PROP03979,Departamento,Ciudad de México,Polanco,3,73,302410,Residencial
PROP03980,Departamento,Bogotá,Cedritos,2,109,393358,Residencial
PROP03981,Departamento,Ciudad de México,Polanco,1,138,620107,Residencial
PROP03982,Departamento,Bogotá,Chicó,1,145,417279,Residencial
PROP03983,Departamento,Bogotá,Zona T,2,165,584703,Residencial
PROP03984,Departamento,Bogotá,Rosales,3,80,290187,Residencial
PROP03985,Casa,Bogotá,Rosales,5,399,1686523,Residencial
PROP03986,Departamento,Bogotá,Rosales,2,142,519299,Residencial
PROP03987,Departamento,Bogotá,Rosales,2,173,701166,Residencial
PROP03988,Casa,Ciudad de México,Lomas de Chapultepec,5,259,1451301,Residencial
PROP03989,Casa,Bogotá,Cedritos,3,135,671223,Residencial
PROP03990,Departamento,Ciudad de México,Reforma,4,67,254336,Residencial
PROP03991,Casa,Ciudad de México,Polanco,4,195,1157116,Residencial
PROP03992,Comercial,Ciudad de México,Polanco,0,141,742546,Comercial
PROP03993,Casa,Ciudad de México,San Ángel,3,352,1147362,Residencial
PROP03994,Departamento,Ciudad de México,Roma Norte,2,128,549658,Residencial
PROP03995,Casa,Ciudad de México,Roma Norte,3,123,578610,Residencial
PROP03996,Departamento,Bogotá,Zona T,1,58,137881,Residencial
PROP03997,Departamento,Ciudad de México,Polanco,1,73,299701,Residencial
PROP03998,Comercial,Ciudad de México,Santa Fe,0,384,2056278,Comercial
PROP03999,Departamento,Bogotá,La Candelaria,3,127,393961,Residencial
PROP04000,Comercial,Ciudad de México,Interlomas,0,438,2262499,Comercial
PROP04001,Departamento,Bogotá,La Candelaria,1,122,269735,Residencial
PROP04002,Comercial,Ciudad de México,Lomas de Chapultepec,0,261,1794754,Comercial
PROP04003,Departamento,Bogotá,Cedritos,3,130,324066,Residencial
PROP04004,Departamento,Ciudad de México,Coyoacán,2,81,206716,Residencial
PROP04005,Departamento,Ciudad de México,Del Valle,1,133,478856,Residencial
PROP04006,Departamento,Ciudad de México,San Ángel,3,87,361986,Residencial
PROP04007,Departamento,Ciudad de México,Lomas de Chapultepec,2,100,437261,Residencial
PROP04008,Casa,Ciudad de México,Santa Fe,3,291,1203509,Residencial
PROP04009,Departamento,Bogotá,Santa Bárbara,1,76,163275,Residencial
PROP04010,Casa,Bogotá,La Candelaria,4,305,885971,Residencial
PROP04011,Departamento,Bogotá,El Poblado,3,154,673016,Residencial
PROP04012,Departamento,Bogotá,Zona T,2,113,275465,Residencial
PROP04013,Comercial,Bogotá,Cedritos,0,337,2005794,Comercial
PROP04014,Departamento,Ciudad de México,Interlomas,2,156,606117,Residencial
PROP04015,Casa,Ciudad de México,Condesa,3,131,600886,Residencial
PROP04016,Casa,Ciudad de México,Polanco,3,267,1000882,Residencial
PROP04017,Departamento,Bogotá,El Poblado,3,114,259321,Residencial
PROP04018,Comercial,Bogotá,Salitre,0,275,1747343,Comercial
PROP04019,Casa,Ciudad de México,Reforma,2,327,1387418,Residencial
PROP04020,Departamento,Bogotá,Zona T,1,106,311110,Residencial
PROP04021,Casa,Bogotá,Zona T,3,225,1070385,Residencial
PROP04022,Departamento,Bogotá,La Candelaria,1,72,308185,Residencial
PROP04023,Departamento,Bogotá,La Candelaria,1,48,189202,Residencial
PROP04024,Comercial,Bogotá,Usaquén,0,323,2220157,Comercial
PROP04025,Casa,Bogotá,Santa Bárbara,4,158,619736,Residencial
PROP04026,Casa,Bogotá,Usaquén,4,365,1478476,Residencial
PROP04027,Casa,Ciudad de México,Del Valle,4,232,957457,Residencial
PROP04028,Casa,Bogotá,La Candelaria,4,293,1259441,Residencial
PROP04029,Comercial,Bogotá,Salitre,0,163,592345,Comercial
PROP04030,Departamento,Ciudad de México,Lomas de Chapultepec,1,72,183749,Residencial
PROP04031,Departamento,Ciudad de México,Lomas de Chapultepec,2,116,483520,Residencial
PROP04032,Departamento,Bogotá,La Candelaria,3,133,312448,Residencial
PROP04033,Casa,Ciudad de México,Santa Fe,4,234,846794,Residencial
PROP04034,Departamento,Bogotá,Chicó,3,126,408332,Residencial
PROP04035,Departamento,Bogotá,El Poblado,3,58,194698,Residencial
PROP04036,Departamento,Ciudad de México,Santa Fe,2,169,543027,Residencial
PROP04037,Comercial,Ciudad de México,Polanco,0,229,1460688,Comercial
PROP04038,Casa,Bogotá,Zona T,4,242,1064878,Residencial
PROP04039,Departamento,Ciudad de México,Coyoacán,2,81,243708,Residencial
PROP04040,Departamento,Ciudad de México,Del Valle,2,166,827560,Residencial
PROP04041,Departamento,Bogotá,Chicó,2,59,147827,Residencial
PROP04042,Departamento,Bogotá,Chapinero,1,52,220332,Residencial
PROP04043,Departamento,Bogotá,Santa Bárbara,2,134,577864,Residencial
PROP04044,Comercial,Ciudad de México,Lomas de Chapultepec,0,195,1306779,Comercial
PROP04045,Comercial,Bogotá,La Candelaria,0,211,1316863,Comercial
PROP04046,Departamento,Ciudad de México,Coyoacán,2,142,701441,Residencial
PROP04047,Departamento,Bogotá,Cedritos,2,170,354329,Residencial
PROP04048,Departamento,Bogotá,Cedritos,2,99,297980,Residencial
PROP04049,Departamento,Ciudad de México,Polanco,2,142,419421,Residencial
PROP04050,Departamento,Ciudad de México,Interlomas,3,113,507650,Residencial
PROP04051,Departamento,Bogotá,Zona T,3,66,153043,Residencial
PROP04052,Departamento,Bogotá,Rosales,3,152,356609,Residencial
PROP04053,Casa,Ciudad de México,Del Valle,4,270,1079965,Residencial
PROP04054,Casa,Bogotá,Rosales,3,386,1242837,Residencial
PROP04055,Casa,Bogotá,El Poblado,4,309,807968,Residencial
PROP04056,Departamento,Ciudad de México,San Ángel,2,125,483236,Residencial
PROP04057,Comercial,Ciudad de México,Del Valle,0,530,2435896,Comercial
PROP04058,Comercial,Bogotá,El Poblado,0,207,1411645,Comercial
PROP04059,Departamento,Ciudad de México,Lomas de Chapultepec,4,129,461823,Residencial
PROP04060,Departamento,Ciudad de México,Roma Norte,1,100,479358,Residencial
PROP04061,Departamento,Bogotá,El Poblado,3,155,456724,Residencial
PROP04062,Departamento,Ciudad de México,Roma Norte,3,66,263797,Residencial
PROP04063,Departamento,Bogotá,La Candelaria,1,75,137044,Residencial
PROP04064,Departamento,Bogotá,Usaquén,3,131,276628,Residencial
PROP04065,Departamento,Bogotá,Santa Bárbara,3,84,304340,Residencial
PROP04066,Departamento,Bogotá,Chicó,3,52,113448,Residencial
PROP04067,Departamento,Ciudad de México,Lomas de Chapultepec,2,161,629327,Residencial
PROP04068,Comercial,Bogotá,El Poblado,0,138,580951,Comercial
PROP04069,Departamento,Ciudad de México,Roma Norte,3,49,154279,Residencial
PROP04070,Casa,Bogotá,Salitre,4,156,480556,Residencial
PROP04071,Departamento,Bogotá,Usaquén,1,178,576191,Residencial
PROP04072,Departamento,Bogotá,Rosales,2,85,184390,Residencial
PROP04073,Departamento,Ciudad de México,Del Valle,2,59,272484,Residencial
PROP04074,Departamento,Ciudad de México,Santa Fe,2,92,363262,Residencial
PROP04075,Departamento,Ciudad de México,Lomas de Chapultepec,3,161,675416,Residencial
PROP04076,Departamento,Bogotá,Cedritos,2,104,379256,Residencial
PROP04077,Departamento,Ciudad de México,Del Valle,1,125,441139,Residencial
PROP04078,Casa,Bogotá,Salitre,4,303,934067,Residencial
PROP04079,Departamento,Ciudad de México,Lomas de Chapultepec,2,73,287671,Residencial
PROP04080,Casa,Ciudad de México,Interlomas,3,127,555823,Residencial
PROP04081,Departamento,Bogotá,La Candelaria,2,110,454489,Residencial
PROP04082,Casa,Bogotá,Santa Bárbara,3,354,1750111,Residencial
PROP04083,Departamento,Ciudad de México,Condesa,2,120,386211,Residencial
PROP04084,Casa,Ciudad de México,San Ángel,5,308,1606652,Residencial
PROP04085,Comercial,Bogotá,Chapinero,0,131,521519,Comercial
PROP04086,Comercial,Ciudad de México,Interlomas,0,322,2253676,Comercial
PROP04087,Departamento,Ciudad de México,Interlomas,2,111,315792,Residencial
PROP04088,Comercial,Bogotá,Zona T,0,198,1218329,Comercial
PROP04089,Departamento,Bogotá,Usaquén,1,159,535352,Residencial
PROP04090,Comercial,Ciudad de México,San Ángel,0,550,3519054,Comercial
PROP04091,Departamento,Bogotá,Rosales,3,108,231978,Residencial
PROP04092,Departamento,Bogotá,El Poblado,2,88,392689,Residencial
PROP04093,Departamento,Ciudad de México,Condesa,1,176,846504,Residencial
PROP04094,Departamento,Ciudad de México,Coyoacán,3,55,227239,Residencial
PROP04095,Casa,Ciudad de México,Reforma,4,375,1901875,Residencial
PROP04096,Comercial,Bogotá,La Candelaria,0,211,984188,Comercial
PROP04097,Casa,Ciudad de México,Coyoacán,4,329,1233325,Residencial
PROP04098,Casa,Ciudad de México,Polanco,2,183,876283,Residencial
PROP04099,Casa,Bogotá,Chicó,4,167,515584,Residencial
PROP04100,Departamento,Ciudad de México,Roma Norte,3,129,631267,Residencial
PROP04101,Departamento,Ciudad de México,Santa Fe,3,177,409283,Residencial
PROP04102,Departamento,Ciudad de México,Del Valle,1,112,431797,Residencial
PROP04103,Departamento,Ciudad de México,Coyoacán,2,54,278973,Residencial
PROP04104,Departamento,Bogotá,Zona T,2,157,454143,Residencial
PROP04105,Departamento,Ciudad de México,San Ángel,2,126,409665,Residencial
PROP04106,Departamento,Ciudad de México,Roma Norte,1,168,464135,Residencial
PROP04107,Departamento,Ciudad de México,Del Valle,2,122,552141,Residencial
PROP04108,Comercial,Ciudad de México,Roma Norte,0,191,1109067,Comercial
PROP04109,Departamento,Bogotá,Usaquén,3,66,260542,Residencial
PROP04110,Departamento,Bogotá,Santa Bárbara,4,51,211416,Residencial
PROP04111,Departamento,Bogotá,Salitre,1,68,229088,Residencial
PROP04112,Departamento,Ciudad de México,Roma Norte,3,133,320126,Residencial
PROP04113,Departamento,Bogotá,Salitre,3,154,453536,Residencial
PROP04114,Departamento,Ciudad de México,Polanco,2,126,336606,Residencial
PROP04115,Departamento,Bogotá,Chapinero,2,160,324106,Residencial
PROP04116,Departamento,Bogotá,Santa Bárbara,2,69,136307,Residencial
PROP04117,Departamento,Bogotá,La Candelaria,1,79,176697,Residencial
PROP04118,Departamento,Ciudad de México,Santa Fe,2,93,242083,Residencial
PROP04119,Casa,Ciudad de México,Roma Norte,2,249,788708,Residencial
PROP04120,Departamento,Ciudad de México,Interlomas,2,162,778620,Residencial
PROP04121,Departamento,Ciudad de México,Roma Norte,2,63,157388,Residencial
PROP04122,Departamento,Bogotá,Santa Bárbara,3,153,314772,Residencial
PROP04123,Casa,Bogotá,Usaquén,4,258,1105055,Residencial
PROP04124,Departamento,Ciudad de México,Roma Norte,1,137,615538,Residencial
PROP04125,Casa,Ciudad de México,Interlomas,4,313,1747202,Residencial
PROP04126,Casa,Bogotá,Cedritos,4,315,1191281,Residencial
PROP04127,Departamento,Ciudad de México,Coyoacán,1,152,793350,Residencial
PROP04128,Departamento,Bogotá,Cedritos,2,88,221836,Residencial
PROP04129,Departamento,Bogotá,Cedritos,2,61,211613,Residencial
PROP04130,Departamento,Bogotá,Santa Bárbara,2,98,328868,Residencial
PROP04131,Departamento,Ciudad de México,Coyoacán,1,67,256432,Residencial
PROP04132,Departamento,Bogotá,Chapinero,2,56,221123,Residencial
PROP04133,Departamento,Bogotá,Chapinero,2,127,565988,Residencial
PROP04134,Departamento,Bogotá,El Poblado,1,117,241294,Residencial
PROP04135,Casa,Bogotá,Rosales,3,383,1277545,Residencial
PROP04136,Departamento,Bogotá,Salitre,4,99,382519,Residencial
PROP04137,Comercial,Bogotá,Chapinero,0,312,1764621,Comercial
PROP04138,Comercial,Bogotá,Salitre,0,579,3418117,Comercial
PROP04139,Comercial,Ciudad de México,Reforma,0,441,2326928,Comercial
PROP04140,Casa,Bogotá,Rosales,3,159,695008,Residencial
PROP04141,Departamento,Bogotá,Chapinero,3,140,522402,Residencial
PROP04142,Departamento,Bogotá,Chapinero,4,60,140774,Residencial
PROP04143,Departamento,Ciudad de México,Santa Fe,1,159,478376,Residencial
PROP04144,Departamento,Ciudad de México,Santa Fe,1,146,714355,Residencial
PROP04145,Casa,Bogotá,Salitre,4,300,1178576,Residencial
PROP04146,Comercial,Ciudad de México,Lomas de Chapultepec,0,97,728777,Comercial
PROP04147,Departamento,Ciudad de México,Roma Norte,3,130,432821,Residencial
PROP04148,Departamento,Ciudad de México,Condesa,2,89,433016,Residencial
PROP04149,Departamento,Bogotá,Cedritos,2,106,215346,Residencial
PROP04150,Departamento,Bogotá,El Poblado,1,83,243653,Residencial
PROP04151,Departamento,Ciudad de México,Interlomas,2,162,756544,Residencial
PROP04152,Departamento,Ciudad de México,Lomas de Chapultepec,3,139,746384,Residencial
PROP04153,Casa,Ciudad de México,Roma Norte,5,377,1569638,Residencial
PROP04154,Departamento,Bogotá,Usaquén,1,112,297745,Residencial
PROP04155,Comercial,Bogotá,Chapinero,0,566,3349184,Comercial
PROP04156,Casa,Ciudad de México,Lomas de Chapultepec,4,244,1108433,Residencial
PROP04157,Casa,Ciudad de México,Lomas de Chapultepec,4,385,1492291,Residencial
PROP04158,Departamento,Bogotá,Santa Bárbara,2,103,376590,Residencial
PROP04159,Casa,Bogotá,El Poblado,2,333,1132356,Residencial
PROP04160,Casa,Bogotá,Zona T,3,231,509001,Residencial
PROP04161,Departamento,Ciudad de México,Reforma,2,71,217969,Residencial
PROP04162,Departamento,Ciudad de México,Del Valle,3,136,597977,Residencial
PROP04163,Comercial,Ciudad de México,Coyoacán,0,587,4285260,Comercial
PROP04164,Departamento,Ciudad de México,Roma Norte,1,59,222302,Residencial
PROP04165,Departamento,Bogotá,Salitre,3,126,303858,Residencial
PROP04166,Departamento,Ciudad de México,San Ángel,3,74,396314,Residencial
PROP04167,Casa,Ciudad de México,Del Valle,3,374,1250006,Residencial
PROP04168,Casa,Ciudad de México,Santa Fe,5,378,1253858,Residencial
PROP04169,Departamento,Ciudad de México,Roma Norte,1,157,359611,Residencial
PROP04170,Departamento,Bogotá,Cedritos,4,129,552275,Residencial
PROP04171,Comercial,Ciudad de México,Polanco,0,526,2434585,Comercial
PROP04172,Casa,Ciudad de México,Santa Fe,4,212,1168590,Residencial
PROP04173,Comercial,Ciudad de México,Santa Fe,0,118,708640,Comercial
PROP04174,Departamento,Bogotá,Chicó,2,54,166079,Residencial
PROP04175,Departamento,Ciudad de México,Santa Fe,1,86,417033,Residencial
PROP04176,Departamento,Bogotá,Chapinero,3,45,129814,Residencial
PROP04177,Casa,Bogotá,Zona T,3,198,865249,Residencial
PROP04178,Departamento,Bogotá,El Poblado,1,72,232921,Residencial
PROP04179,Departamento,Ciudad de México,Roma Norte,1,124,338465,Residencial
PROP04180,Departamento,Bogotá,Usaquén,2,150,496560,Residencial
PROP04181,Departamento,Bogotá,Salitre,2,49,193810,Residencial
PROP04182,Casa,Ciudad de México,Polanco,4,360,2036763,Residencial
PROP04183,Departamento,Ciudad de México,Coyoacán,2,133,539735,Residencial
PROP04184,Casa,Ciudad de México,Lomas de Chapultepec,5,311,1604931,Residencial
PROP04185,Comercial,Bogotá,El Poblado,0,223,981391,Comercial
PROP04186,Departamento,Ciudad de México,Interlomas,2,90,484656,Residencial
PROP04187,Casa,Bogotá,Chapinero,4,209,511530,Residencial
PROP04188,Comercial,Bogotá,Zona T,0,420,2756100,Comercial
PROP04189,Comercial,Bogotá,Chapinero,0,197,1164978,Comercial
PROP04190,Departamento,Ciudad de México,Condesa,2,139,421080,Residencial
PROP04191,Departamento,Bogotá,Chapinero,3,164,366071,Residencial
PROP04192,Departamento,Bogotá,Chapinero,4,71,249954,Residencial
PROP04193,Casa,Bogotá,Usaquén,4,376,1724536,Residencial
PROP04194,Casa,Bogotá,Cedritos,4,185,888476,Residencial
PROP04195,Casa,Ciudad de México,San Ángel,4,377,1566480,Residencial
PROP04196,Departamento,Ciudad de México,Coyoacán,2,58,129004,Residencial
PROP04197,Departamento,Bogotá,Usaquén,2,144,559934,Residencial
PROP04198,Departamento,Bogotá,El Poblado,2,160,422555,Residencial
PROP04199,Departamento,Bogotá,La Candelaria,2,151,345025,Residencial
PROP04200,Casa,Ciudad de México,San Ángel,3,289,887172,Residencial
PROP04201,Departamento,Bogotá,Chicó,3,155,596624,Residencial
PROP04202,Departamento,Bogotá,Rosales,2,145,545186,Residencial
PROP04203,Departamento,Ciudad de México,Polanco,1,171,883836,Residencial
PROP04204,Departamento,Bogotá,La Candelaria,2,48,136359,Residencial
PROP04205,Departamento,Bogotá,Cedritos,2,146,305917,Residencial
PROP04206,Departamento,Bogotá,Usaquén,1,177,471549,Residencial
PROP04207,Departamento,Bogotá,El Poblado,1,47,85548,Residencial
PROP04208,Departamento,Bogotá,La Candelaria,2,76,180427,Residencial
PROP04209,Departamento,Ciudad de México,Interlomas,1,51,127098,Residencial
PROP04210,Casa,Bogotá,Zona T,4,322,854382,Residencial
PROP04211,Departamento,Bogotá,Chicó,2,52,195813,Residencial
PROP04212,Casa,Ciudad de México,Coyoacán,4,340,1037259,Residencial
PROP04213,Casa,Ciudad de México,Condesa,3,341,1580621,Residencial
PROP04214,Departamento,Bogotá,El Poblado,2,55,230007,Residencial
PROP04215,Comercial,Ciudad de México,Interlomas,0,325,2445802,Comercial
PROP04216,Departamento,Bogotá,Usaquén,4,49,218517,Residencial
PROP04217,Casa,Ciudad de México,Lomas de Chapultepec,3,121,554503,Residencial
PROP04218,Comercial,Ciudad de México,Condesa,0,137,1190045,Comercial
PROP04219,Casa,Ciudad de México,Condesa,6,225,690708,Residencial
PROP04220,Departamento,Bogotá,Santa Bárbara,2,121,224889,Residencial
PROP04221,Departamento,Bogotá,Rosales,3,169,586727,Residencial
PROP04222,Departamento,Ciudad de México,Interlomas,2,141,645788,Residencial
PROP04223,Casa,Ciudad de México,Santa Fe,3,132,781592,Residencial
PROP04224,Casa,Ciudad de México,Lomas de Chapultepec,3,318,1037848,Residencial
PROP04225,Departamento,Bogotá,El Poblado,2,60,152001,Residencial
PROP04226,Departamento,Ciudad de México,Santa Fe,2,153,814457,Residencial
PROP04227,Casa,Ciudad de México,Del Valle,2,163,796405,Residencial
PROP04228,Departamento,Bogotá,Cedritos,2,166,468761,Residencial
PROP04229,Casa,Bogotá,La Candelaria,2,239,910098,Residencial
PROP04230,Casa,Bogotá,Chicó,4,147,438377,Residencial
PROP04231,Departamento,Ciudad de México,Polanco,4,48,168836,Residencial
PROP04232,Casa,Ciudad de México,Reforma,4,225,894281,Residencial
PROP04233,Departamento,Ciudad de México,San Ángel,1,137,531474,Residencial
PROP04234,Departamento,Bogotá,Rosales,2,155,323267,Residencial
PROP04235,Comercial,Ciudad de México,San Ángel,0,400,3489501,Comercial
PROP04236,Casa,Ciudad de México,Del Valle,3,136,589622,Residencial
PROP04237,Departamento,Bogotá,Rosales,2,157,518338,Residencial
PROP04238,Departamento,Bogotá,Chapinero,3,105,370061,Residencial
PROP04239,Departamento,Bogotá,Chapinero,1,97,417945,Residencial
PROP04240,Departamento,Ciudad de México,Condesa,3,58,295762,Residencial
PROP04241,Departamento,Bogotá,Usaquén,2,122,241932,Residencial
PROP04242,Departamento,Bogotá,Zona T,1,84,316668,Residencial
PROP04243,Departamento,Bogotá,Santa Bárbara,3,144,636455,Residencial
PROP04244,Departamento,Ciudad de México,Roma Norte,2,164,726452,Residencial
PROP04245,Departamento,Bogotá,Usaquén,2,65,273503,Residencial
PROP04246,Comercial,Bogotá,El Poblado,0,232,878209,Comercial
PROP04247,Casa,Bogotá,Usaquén,3,321,750045,Residencial
PROP04248,Departamento,Bogotá,Usaquén,3,56,231268,Residencial
PROP04249,Departamento,Bogotá,La Candelaria,2,114,459384,Residencial
PROP04250,Departamento,Bogotá,Rosales,1,167,593366,Residencial
PROP04251,Departamento,Ciudad de México,San Ángel,1,120,497344,Residencial
PROP04252,Departamento,Ciudad de México,Lomas de Chapultepec,2,93,238686,Residencial
PROP04253,Casa,Ciudad de México,Lomas de Chapultepec,4,142,710383,Residencial
PROP04254,Casa,Bogotá,Santa Bárbara,3,148,662855,Residencial
PROP04255,Casa,Ciudad de México,Polanco,4,218,914155,Residencial
PROP04256,Departamento,Bogotá,Usaquén,3,149,668016,Residencial
PROP04257,Comercial,Bogotá,Chicó,0,83,313306,Comercial
PROP04258,Comercial,Ciudad de México,Polanco,0,273,1902901,Comercial
PROP04259,Departamento,Ciudad de México,Lomas de Chapultepec,3,117,306949,Residencial
PROP04260,Departamento,Ciudad de México,Del Valle,3,112,585585,Residencial
PROP04261,Departamento,Ciudad de México,Del Valle,1,123,635566,Residencial
PROP04262,Departamento,Ciudad de México,Coyoacán,1,161,356833,Residencial
PROP04263,Casa,Ciudad de México,Condesa,3,217,1242685,Residencial
PROP04264,Departamento,Ciudad de México,Condesa,3,66,160150,Residencial
PROP04265,Departamento,Ciudad de México,Polanco,4,158,468145,Residencial
PROP04266,Departamento,Bogotá,Chapinero,2,58,202561,Residencial
PROP04267,Departamento,Bogotá,Chicó,2,155,544884,Residencial
PROP04268,Comercial,Ciudad de México,Roma Norte,0,436,2774737,Comercial
PROP04269,Departamento,Bogotá,Salitre,2,159,455094,Residencial
PROP04270,Casa,Bogotá,Salitre,2,148,462509,Residencial
PROP04271,Departamento,Bogotá,Santa Bárbara,2,73,230673,Residencial
PROP04272,Departamento,Bogotá,Zona T,2,148,331874,Residencial
PROP04273,Departamento,Ciudad de México,Lomas de Chapultepec,3,172,682363,Residencial
PROP04274,Casa,Ciudad de México,Condesa,4,188,934253,Residencial
PROP04275,Departamento,Ciudad de México,Del Valle,2,129,483657,Residencial
PROP04276,Departamento,Ciudad de México,Del Valle,3,172,578906,Residencial
PROP04277,Departamento,Ciudad de México,Roma Norte,3,118,428607,Residencial
PROP04278,Departamento,Bogotá,Usaquén,2,68,264277,Residencial
PROP04279,Comercial,Ciudad de México,Coyoacán,0,477,3719358,Comercial
PROP04280,Departamento,Bogotá,Cedritos,3,150,577793,Residencial
PROP04281,Departamento,Bogotá,Santa Bárbara,1,164,337038,Residencial
PROP04282,Departamento,Bogotá,La Candelaria,2,174,321411,Residencial
PROP04283,Casa,Ciudad de México,Coyoacán,4,174,897964,Residencial
PROP04284,Departamento,Bogotá,Santa Bárbara,4,174,360811,Residencial
PROP04285,Casa,Ciudad de México,Coyoacán,5,188,556247,Residencial
PROP04286,Casa,Ciudad de México,Roma Norte,2,367,1732326,Residencial
PROP04287,Departamento,Bogotá,Usaquén,2,137,565281,Residencial
PROP04288,Departamento,Bogotá,Chicó,2,71,196882,Residencial
PROP04289,Departamento,Ciudad de México,Polanco,4,178,400194,Residencial
PROP04290,Casa,Bogotá,Chicó,3,183,742303,Residencial
PROP04291,Departamento,Ciudad de México,Condesa,2,109,325798,Residencial
PROP04292,Departamento,Ciudad de México,Coyoacán,1,103,365289,Residencial
PROP04293,Casa,Ciudad de México,Interlomas,3,359,1673833,Residencial
PROP04294,Departamento,Bogotá,Santa Bárbara,2,124,419450,Residencial
PROP04295,Departamento,Ciudad de México,Interlomas,3,70,343543,Residencial
PROP04296,Departamento,Ciudad de México,San Ángel,2,59,300685,Residencial
PROP04297,Departamento,Ciudad de México,Roma Norte,3,150,667591,Residencial
PROP04298,Departamento,Ciudad de México,Interlomas,3,133,527701,Residencial
PROP04299,Departamento,Ciudad de México,Coyoacán,3,73,319720,Residencial
